dt,statusN,statusS,tempC,windspeedMiles,precipMM,humidity,visibility,pressure,cloudcover,heatIndexC,dewPointC,windChillC,windGustMiles,feelsLikeC
2015-12-07 16:45:00,0.3260166900283801,0.33209658898257916,0.517857142857143,0.5,0.0,0.5396825396825398,0.9999999999999999,0.5882352941176521,0.06377551020408163,0.5520833333333333,0.6730769230769231,0.517857142857143,0.3189655172413793,0.5520833333333333
2015-12-07 17:00:00,0.32583115533928714,0.3321733135393623,0.4999999999999998,0.5,0.0,0.5555555555555556,0.9999999999999999,0.5882352941176521,0.061224489795918366,0.5416666666666665,0.6923076923076923,0.4999999999999998,0.3103448275862069,0.5416666666666665
2015-12-07 17:15:00,0.3258317907461157,0.3324314004781445,0.482142857142857,0.484375,0.0,0.5714285714285714,0.9999999999999999,0.6029411764705941,0.0586734693877551,0.53125,0.6923076923076923,0.482142857142857,0.3017241379310345,0.53125
2015-12-07 17:30:00,0.32603937353433426,0.33288793781147524,0.4642857142857142,0.46875,0.0,0.5873015873015872,0.9999999999999999,0.617647058823529,0.05612244897959183,0.5208333333333333,0.6923076923076923,0.4642857142857142,0.29310344827586204,0.5208333333333333
2015-12-07 17:45:00,0.32647468098941224,0.3335600135519045,0.4464285714285714,0.453125,0.0,0.6031746031746033,0.9999999999999999,0.632352941176471,0.05357142857142857,0.5104166666666665,0.6923076923076923,0.4464285714285714,0.2844827586206896,0.5104166666666665
2015-12-07 18:00:00,0.3271584903968183,0.33446471571198183,0.4285714285714286,0.4375,0.0,0.6190476190476191,0.9999999999999999,0.647058823529413,0.0510204081632653,0.5,0.6923076923076923,0.4285714285714286,0.27586206896551724,0.5
2015-12-07 18:15:00,0.32811157904202176,0.33561913230425705,0.4285714285714286,0.421875,0.0,0.6309523809523809,0.9999999999999999,0.647058823529413,0.0510204081632653,0.4791666666666665,0.6923076923076923,0.4285714285714286,0.27586206896551724,0.4791666666666665
2015-12-07 18:30:00,0.32935472421049145,0.33704035134127974,0.4285714285714286,0.40625,0.0,0.6428571428571428,0.9999999999999999,0.647058823529413,0.0510204081632653,0.45833333333333326,0.6923076923076923,0.4285714285714286,0.27586206896551724,0.45833333333333326
2015-12-07 18:45:00,0.33088641390508916,0.33872335259498576,0.4285714285714286,0.390625,0.0,0.6547619047619049,0.9999999999999999,0.647058823529413,0.0510204081632653,0.4375,0.6923076923076923,0.4285714285714286,0.27586206896551724,0.4375
2015-12-07 19:00:00,0.33261597899824774,0.3405746828748534,0.4285714285714286,0.375,0.0,0.6666666666666667,0.9999999999999999,0.647058823529413,0.0510204081632653,0.4166666666666665,0.6923076923076923,0.4285714285714286,0.27586206896551724,0.4166666666666665
2015-12-08 07:00:00,0.9153685856727983,0.602835487235377,0.357142857142857,0.4375,0.0,0.6666666666666667,0.9999999999999999,0.7058823529411811,0.17346938775510204,0.33333333333333326,0.6153846153846154,0.357142857142857,0.3103448275862069,0.33333333333333326
2015-12-08 07:15:00,0.9164289772500951,0.44408626722373495,0.3749999999999998,0.453125,0.0,0.6468253968253967,0.9999999999999999,0.7205882352941231,0.17346938775510204,0.3541666666666665,0.6153846153846154,0.3749999999999998,0.3189655172413793,0.3541666666666665
2015-12-08 07:30:00,0.917651438146244,0.299673582719168,0.392857142857143,0.46875,0.0,0.626984126984127,0.9999999999999999,0.735294117647058,0.17346938775510204,0.375,0.6153846153846154,0.392857142857143,0.3275862068965517,0.375
2015-12-08 07:45:00,0.9190000092730356,0.18665184118891434,0.4107142857142858,0.484375,0.0,0.6071428571428572,0.9999999999999999,0.75,0.17346938775510204,0.39583333333333326,0.6153846153846154,0.4107142857142858,0.33620689655172414,0.39583333333333326
2015-12-08 08:00:00,0.9204387315422594,0.11586421819635809,0.4285714285714286,0.5,0.0,0.5873015873015872,0.9999999999999999,0.764705882352942,0.17346938775510204,0.4166666666666665,0.6153846153846154,0.4285714285714286,0.3448275862068965,0.4166666666666665
2015-12-08 08:15:00,0.9219316458657072,0.08198677036401728,0.4464285714285714,0.53125,0.0,0.5674603174603174,0.9999999999999999,0.764705882352942,0.17091836734693877,0.4375,0.6153846153846154,0.4464285714285714,0.35344827586206895,0.4375
2015-12-08 08:30:00,0.9234427931551689,0.07044574752538788,0.4642857142857142,0.5625,0.0,0.5476190476190477,0.9999999999999999,0.764705882352942,0.1683673469387755,0.45833333333333326,0.6153846153846154,0.4642857142857142,0.3620689655172414,0.45833333333333326
2015-12-08 08:45:00,0.9249362143224348,0.06893935535695836,0.482142857142857,0.59375,0.0,0.5277777777777777,0.9999999999999999,0.764705882352942,0.16581632653061223,0.4791666666666665,0.6153846153846154,0.482142857142857,0.37068965517241376,0.4791666666666665
2015-12-08 09:00:00,0.9263759502792952,0.07307333209489367,0.4999999999999998,0.625,0.0,0.5079365079365079,0.9999999999999999,0.764705882352942,0.16326530612244897,0.5,0.6153846153846154,0.4999999999999998,0.3793103448275862,0.5
