dt,lineName,stationName,statusN,statusS
2015-01-01 00:00:00,ESPAÑA,P.Noval,39.033824203009004,40.07673185733877
2015-01-01 00:15:00,ESPAÑA,P.Noval,39.187800061928286,40.06434995617113
2015-01-01 00:30:00,ESPAÑA,P.Noval,39.332188998840714,40.05275115664942
2015-01-01 00:45:00,ESPAÑA,P.Noval,39.467221883920075,40.04191628570795
2015-01-01 01:00:00,ESPAÑA,P.Noval,39.593129587340094,40.03182617028103
2015-01-01 01:15:00,ESPAÑA,P.Noval,39.71014297927455,40.02246163730296
2015-01-01 01:30:00,ESPAÑA,P.Noval,39.81849292989719,40.01380351370805
2015-01-01 01:45:00,ESPAÑA,P.Noval,39.91841030938179,40.00583262643059
2015-01-01 02:00:00,ESPAÑA,P.Noval,40.0101259879021,39.99852980240489
2015-01-01 02:15:00,ESPAÑA,P.Noval,40.09387083563188,39.99187586856526
2015-01-01 02:30:00,ESPAÑA,P.Noval,40.169875722744905,39.98585165184601
2015-01-01 02:45:00,ESPAÑA,P.Noval,40.23837151941491,39.98043797918144
2015-01-01 03:00:00,ESPAÑA,P.Noval,40.29958909581568,39.97561567750585
2015-01-01 03:15:00,ESPAÑA,P.Noval,40.35375932212096,39.971365573753545
2015-01-01 03:30:00,ESPAÑA,P.Noval,40.4011130685045,39.967668494858835
2015-01-01 03:45:00,ESPAÑA,P.Noval,40.44188120514009,39.96450526775602
2015-01-01 04:00:00,ESPAÑA,P.Noval,40.47629460220146,39.96185671937941
2015-01-01 04:15:00,ESPAÑA,P.Noval,40.50458412986239,39.9597036766633
2015-01-01 04:30:00,ESPAÑA,P.Noval,40.52698065829663,39.95802696654201
2015-01-01 04:45:00,ESPAÑA,P.Noval,40.54371505767795,39.95680741594983
2015-01-01 05:00:00,ESPAÑA,P.Noval,40.55501819818009,39.95602585182108
2015-01-01 05:15:00,ESPAÑA,P.Noval,40.56112094997683,39.95566310109004
2015-01-01 05:30:00,ESPAÑA,P.Noval,40.56225418324193,39.95569999069106
2015-01-01 05:45:00,ESPAÑA,P.Noval,40.55864876814913,39.95611734755839
2015-01-01 06:00:00,ESPAÑA,P.Noval,40.55053557487221,39.956895998626365
2015-01-01 06:15:00,ESPAÑA,P.Noval,40.53814547358492,39.95801677082929
2015-01-01 06:30:00,ESPAÑA,P.Noval,40.52170933446103,39.95946049110147
2015-01-01 06:45:00,ESPAÑA,P.Noval,40.501458027674275,39.96120798637718
2015-01-01 07:00:00,ESPAÑA,P.Noval,40.47762242339846,39.963240083590776
2015-01-01 07:15:00,ESPAÑA,P.Noval,40.45043339180731,39.96553760967652
2015-01-01 07:30:00,ESPAÑA,P.Noval,40.420121803074586,39.96808139156873
2015-01-01 07:45:00,ESPAÑA,P.Noval,40.38691852737404,39.97085225620173
2015-01-01 08:00:00,ESPAÑA,P.Noval,40.35105443487947,39.9738310305098
2015-01-01 08:15:00,ESPAÑA,P.Noval,40.31276039576461,39.97699854142725
2015-01-01 08:30:00,ESPAÑA,P.Noval,40.272267280203216,39.980335615888386
2015-01-01 08:45:00,ESPAÑA,P.Noval,40.22980595836906,39.98382308082752
2015-01-01 09:00:00,ESPAÑA,P.Noval,40.18560730043589,39.98744176317894
2015-01-01 09:15:00,ESPAÑA,P.Noval,40.139902176577486,39.99117248987699
2015-01-01 09:30:00,ESPAÑA,P.Noval,40.09292145696759,39.99499608785592
2015-01-01 09:45:00,ESPAÑA,P.Noval,40.04489601177996,39.99889338405006
2015-01-01 10:00:00,ESPAÑA,P.Noval,39.996056711188366,40.002845205393726
2015-01-01 10:15:00,ESPAÑA,P.Noval,39.946634425366575,40.006832378821215
2015-01-01 10:30:00,ESPAÑA,P.Noval,39.89686002448832,40.01083573126682
2015-01-01 10:45:00,ESPAÑA,P.Noval,39.846964378727385,40.014836089664875
2015-01-01 11:00:00,ESPAÑA,P.Noval,39.79717835825754,40.018814280949655
2015-01-01 11:15:00,ESPAÑA,P.Noval,39.747732833252506,40.02275113205546
2015-01-01 11:30:00,ESPAÑA,P.Noval,39.69885867388607,40.02662746991662
2015-01-01 11:45:00,ESPAÑA,P.Noval,39.65078675033199,40.03042412146743
2015-01-01 12:00:00,ESPAÑA,P.Noval,39.60374793276401,40.03412191364219
2015-01-01 12:15:00,ESPAÑA,P.Noval,39.55797309135593,40.03770167337523
2015-01-01 12:30:00,ESPAÑA,P.Noval,39.513693096281465,40.04114422760081
2015-01-01 12:45:00,ESPAÑA,P.Noval,39.4711388177144,40.044430403253266
2015-01-01 13:00:00,ESPAÑA,P.Noval,39.43054112582848,40.047541027266895
2015-01-01 13:15:00,ESPAÑA,P.Noval,39.39213089079748,40.050456926576004
2015-01-01 13:30:00,ESPAÑA,P.Noval,39.35613898279515,40.05315892811489
2015-01-01 13:45:00,ESPAÑA,P.Noval,39.32279627199526,40.05562785881788
2015-01-01 14:00:00,ESPAÑA,P.Noval,39.292333628571555,40.05784454561924
2015-01-01 14:15:00,ESPAÑA,P.Noval,39.2649819226978,40.0597898154533
2015-01-01 14:30:00,ESPAÑA,P.Noval,39.24097202454776,40.06144449525437
2015-01-01 14:45:00,ESPAÑA,P.Noval,39.220534804295205,40.06278941195674
2015-01-01 15:00:00,ESPAÑA,P.Noval,39.20390113211387,40.06380539249473
2015-01-01 15:15:00,ESPAÑA,P.Noval,39.19130187817754,40.064473263802626
2015-01-01 15:30:00,ESPAÑA,P.Noval,39.182967912659954,40.06477385281475
2015-01-01 15:45:00,ESPAÑA,P.Noval,39.179130105734885,40.0646879864654
