,statusN,statusS,temperatureC,dewpointC,windspeedKMH,pressureMB,pressureTendencyMB,cloudCoverOKTA,lowCloudCoverOKTA,HKm,visibilityKM,precipMM
2015-09-21 17:15:00,14.913704227429047,16.350334394181722,0.43243243243243246,0.7065217391304346,0.09615384615384616,0.5641025641025621,0.4121621621621621,0.8571428571428572,0.5,1.0,0.7777777777777777,0.0
2015-09-21 17:30:00,15.4795756586209,16.237348534644102,0.4301801804054053,0.7028985504347824,0.08974358974358974,0.5584045726495717,0.37837837837837834,0.8571428571428572,0.5,1.0,0.7777777777777777,0.0
2015-09-21 17:45:00,16.02391875257272,16.055002261605516,0.4279279277027028,0.6992753626086956,0.08333333333333333,0.5527065384615355,0.3445945945945945,0.8571428571428572,0.5,1.0,0.7777777777777777,0.0
2015-09-21 18:00:00,16.506877803537055,15.835830212689315,0.42567567567567566,0.6956521739130435,0.07692307692307693,0.5470085470085451,0.31081081081081074,0.8571428571428572,0.5,1.0,0.7777777777777777,0.0
2015-09-21 18:15:00,16.888597105766465,15.612367025518855,0.4228603601351353,0.6956521739130435,0.07692307692307693,0.5484330341880366,0.33333333337837834,0.8452380952857144,0.47916666674999997,1.0,0.7777777777777777,0.0
2015-09-21 18:30:00,17.1292209535135,15.417147337717486,0.4200450452702702,0.6956521739130435,0.07692307692307693,0.5498575641025596,0.3558558558108108,0.8333333332857142,0.45833333325000003,1.0,0.7777777777777777,0.0
2015-09-21 18:45:00,17.200011030078254,15.276046362395759,0.4172297297297296,0.6956521739130435,0.07692307692307693,0.5512820512820511,0.37837837837837834,0.8214285714285714,0.4375,1.0,0.7777777777777777,0.0
2015-09-21 19:00:00,17.116698574951002,15.188301614613025,0.41441441418918923,0.6956521739130435,0.07692307692307693,0.5527065384615355,0.4009009009459459,0.8095238095714286,0.41666666674999997,1.0,0.7777777777777777,0.0
2015-09-22 07:00:00,39.31191135036119,26.68151232865355,0.7297297297297296,0.8144927539130435,0.3333333333333333,0.49572649572649397,0.28378378378378377,0.7619047618571428,0.58333333325,1.0,0.7777777777777777,0.0
2015-09-22 07:15:00,39.284543342363854,19.39640903669985,0.722972972972973,0.8202898547826085,0.33974358974358976,0.49572649572649397,0.31418918918918914,0.7380952381428572,0.54166666675,1.0,0.7777777777777777,0.0
